,Date,Rating,Message,Author Reviews,Restaurant,sentiment,DayOfWeek
65,2024-05-27,4.0,Downside was there were flies and fruit flies all over our food and salads. Steak was delicious!! Would go back in the fall maybe :),108.0,Black Cow,0.7418,Monday
66,2024-01-06,5.0,"Went here for Happy Hour while I was in Charlottesville for a work trip. My two daughters and I sat at the bar, as we didn't have reservations. Our experience was excellent. The bartenders (especially the female one) were so warm, professional, and accommodating. I had the best cosmopolitan drink of my life. We decided to order one additional steak a few minutes before the happy hour promotion expired, and the bartender quietly told the kitchen to rush the order so that it would come out with the rest of our food, just a couple of minutes later. The happy hour steak frites special is a must-order, and an incredible value. Highly recommend if you're in Charlottesville and staying near the downtown area. One thing to note: downtown Charlottesville does have a significant homeless and panhandling population. We were approached at our car in the adjacent parking lot. However, the neighborhood was clean and the restaurant itself had great ambiance.",104.0,Black Cow,0.9891,Saturday
67,2024-08-06,5.0,"My wife and I had the pleasure of having our 30th anniversary dinner here. It was just the two of us and what an amazing experience. Our server's name was Julie (Thulee, rulie) and was by far one of the nicest people that we
Have ever had as a server: our water
Was never empty, our drinks were fast and her
Knowledge of the menu and taste was impeccable.  Happy hour was amazing! We had the $8.00 Kentucky mule and margaritas. Strong! 
Our Dinner was the steak frites and was the best steak I have ever had in my entire life! ( the cut was something that began with a T). The sauce that came with it was a house made A-1 sauce that was really good and blue cheese crumbles.Fries were good, but nothing over the top. Our side was the summer squash! What the hell...! To make that vegetable stand out like it did, I was speechless.  Roasted and placed in a cashew pesto!! We were fighting with forks for the last bite!
One more drink each. Oh our hostess came over and wished us a happy anniversary, and made my wife tear up when she read to my wife what I wrote about her. Very nice young lady and I am so sorry that I forgot her name. 
 The dessert....holy moly....!
The chocolate mousse with raspberry sauce was a knockout! I would bar fight the whole
Place for more. The crème Brule, was also outstanding an came in a close
Second for dessert.
I must say we have missed out on this little
Gem, and is m pleased to have found it! We
Will be back and will try the key lime pie and the lemon-chelo tiramisu with raspberries! 
Thank-you all so much!!
Made my weekend!",30.0,Black Cow,0.9831,Tuesday
68,2024-06-15,5.0,"Short and to the point.   Service is excellent here and the meat is worth every penny.  I met a friend for dinner on a Wednesday.  Had the tenderloin and brussel sprouts.  Both were fantastic.  The tenderloin may have been the best cut of meat I've ever had.  Truly excellent.  Better than any top shelf NYC steakhouse or Kansas City steakhouse.  I've been to many of both and this was better.  If you like steak, this is your place.  Expensive, yes.  But worth it.",82.0,Black Cow,0.9559,Saturday
69,2024-06-16,5.0,"Toni the host was amazing and seated me quickly as possible with kind and politeness. Noah and Jules were extremely quick at the bar, provided amazing hospitality to trying several variety of wine to my liking. They were very nice and attentive, always checking up and making sure everyone was good. I got the bavatte, a recommendation from Noah which was an amazing choice for 1 person. I had mine cooked medium rare. The steak came out tender like if it was a filet mignon but tasty like if it was a ribeye cut. This was the first time I came here and definitely won't be the last !!",19.0,Black Cow,0.9606,Sunday
70,2024-06-21,5.0,"Had a great dinner here, buy some freak our reservation was for Black cow in Massachusetts not here in Charlottesville.  Staff was super helpful and found us a table. John, our waiter, absolutely first rate.   Great happy hour specials, awesome steaks, everything done just right. Highly recommend five star kind of place.   Casual, no need to wear a jacket and tie, but food is top-notch",73.0,Black Cow,0.9048,Friday
71,2024-06-22,3.0,The ribeye steak was excellent along with the lobster Mac n cheese. The staff was friendly. The atmosphere is lively. Probably a little overpriced for a casual restaurant.,22.0,Black Cow,0.8843,Saturday
72,2024-06-22,5.0,This place is pretty amazing. It's a bit pricey but they cook the steak perfect! The appetisers are pretty good! I would definitely come back again,250.0,Black Cow,0.9714,Saturday
73,2024-07-13,5.0,"Add us to the Black Cow fan club!  We split our time between Cville and Austin now, and it seems each time we return another steakhouse has closed.  It was great to see a new steakhouse--and a good one!-- has finally opened.  A friend invited us for a very early dinner so we could try the ""early bird"" Steak and Frites meal.  At $18, it seemed too good to be true.  It isn't!  It appears they vary the steak cut and the sauce each week.  This time it was 6 oz sirloin with meunière sauce and fries.  For $3 you can add a dinner salad, which I did.  The steak was prepared perfectly: rare for me and well done for my wife (they say there are only two choices, pink and well, but I asked for the rarest they would cook my steak and was very happy).  We both passed on the sauce, which the flavorful, juicy steak didn't need.  My salad was just fine.  The highlight of the meal--good as the steak was--is the fries.  A nice portion of perfectly fried, hot, relatively thin French fries.

Our waiter was friendly, patient, and helpful.  The entire experience was excellent and we will return, and not just for the special.  The regular steak menu looked wonderful.  While not cheap, for a high-end steakhouse prices seemed quite reasonable.",36.0,Black Cow,0.9946,Saturday
74,2024-07-14,5.0,"Jen was the best help, I have never revived, she is so kind and so helpful. Thank you Jen for making our experience so magical! We adore you",5.0,Black Cow,0.9694,Sunday
75,2024-07-21,5.0,"Last minute planning meant we didn't make reservations until 4pm the day of and so, 4:45pm reservation it is! Beautiful and laid back restaurant.  Our server was so knowledgeable and nice! By coincidence, we came in during happy hour and it's a really great one.  The margaritas were delicious and the food was great.  Would love to come back again!",151.0,Black Cow,0.9838,Sunday
76,2024-07-21,4.0,We went here for dinner while on a mini-honeymoon. I noted it in the reservation but they didn't acknowledge it in way which was a little disappointing. The food was really good though. We shared a hangar steak and a filet. Both were cooked to medium rare. I thought the hangar steak had a really good flavor. You could actually taste the marinade. My husband loved the bernaise sauce with the filet. For sides we had spinach and the Belgian fries. The spinach is definitely pretty spinachy if that makes sense. Not your typical creamed spinach. It was good. The fries were very small and crispy and not like anything we had in Belgian. The flavor was good but I would skip them next time. I already recommended this spot to other people around town looking for a steak and I would go back.,945.0,Black Cow,0.985,Sunday
